Base License Number,Base Name,DBA,Year,Month,Month Name,Total Dispatched Trips,Total Dispatched Shared Trips,Unique Dispatched Vehicles
B03100,MORELOS CAR SERVICE INC.,,2018,11,November,316,0,5
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2021,2,February,9864,0,98
B02093,V.J. CAR & LIMO SVC INC.,,2016,3,March,1880,0,8
B01087,ELITE LIMO PLUS INC,,2017,11,November,23417,0,512
B02331,"CHICO EXPRESS LIMO, INC.",,2022,2,February,2931,0,17
B02279,MATAMOROS CAR SERVICE INC.,,2019,10,October,5730,0,18
B00225,DELANCEY TRANSPORTATION INC.,,2017,7,July,10196,0,65
B02207,"EASTERN LUXURY, INC.",,2018,11,November,174,0,55
B01338,3210 WEBSTER AV PRESTIGE C/S,,2020,1,January,14870,0,83
JUNO,JUNO,JUNO,2016,11,November,655024,0,13942
B03156,EPIC CAR SERVICE INC.,,2019,2,February,2851,0,45
B02814,BELL LX INC,,2021,4,April,4257,0,19
B01308,LIL'D DISPATCH INC.,STRICTLY CAR SERVICE,2016,9,September,2968,0,20
B02298,NYG LIMOUSINE LLC,,2021,11,November,243,0,4
B02989,GOOD FRIENDS CAR SERVICE INC,,2021,11,November,5383,0,20
B00706,"VIC & BAY CAR SERVICE, INC",DEJOY'S RED TOP,2020,12,December,9393,0,28
B02416,"NEW STORM CAR SERVICE, INC.",,2020,11,November,2638,0,6
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2020,10,October,3444,0,34
B02990,GO MY SEDAN LLC,,2019,8,August,1283,0,22
B02655,LONG ISLAND CITY CAR AND LIMO INC.,A2B CORPORATE SEDAN,2016,9,September,83,0,9
B00170,EMUNAH CAR SERVICE INC,,2016,5,May,1270,0,7
B01268,LAKEVIEW CARS INC.,CLOVE LAKE CARS,2021,2,February,1425,0,103
B02546,X RADIO DISPATCHER INC.,,2015,10,October,659,0,4
B01741,MONACO LIMO & CAR SERVICES INC.,,2015,5,May,2437,0,21
B02021,EASYRIDE CAR SERVICE INC.,,2022,1,January,1072,0,8
B01436,NEW PRONTO TRANSP INC,,2017,6,June,1403,0,23
B02651,SAROS TRANSPORTATION GROUP INC.,,2016,5,May,257,0,18
B00647,KISS CAR SERVICE INC,,2016,3,March,95956,0,413
B02004,METROPOLITAN MULTIPLEX CAR SERVICE CORP.,,2019,10,October,841,0,5
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",,2020,9,September,803,0,12
B02037,KINGSDALE DISPATCH INC,,2019,12,December,775,0,10
B00014,NY ONE CORP CAR INC,,2022,1,January,814,0,161
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2017,2,February,876,0,14
B00030,TREMONT DISPATCHING CORP,,2019,9,September,722,0,6
B02191,US LIMO SYSTEM INC,,2020,11,November,12,0,2
B03236,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2021,3,March,381,0,24
B00255,CAUTIOUS CARS INC.,,2017,8,August,547,0,16
B02521,"PICTURE PROPERTIES, INC.",DEUCES TRANSPORT SERVICES,2018,9,September,3513,0,11
B01394,KINGSWAY CAR & LIMO SVC INC,,2016,3,March,2263,0,8
B01510,JPAN TRANSPORTATION INC,PARSONS CAR SERVICE,2017,7,July,573,0,4
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2017,3,March,253,0,4
B01020,MICHAELS CAR SERVICE INC.,UNION LIMO AND CAR SERVICE INC,2019,4,April,513,0,12
B00802,BELL CAR SVC INC,,2019,7,July,4814,0,24
B03041,PUEBLA CITY INC.,,2019,7,July,4230,0,19
B01066,DOMINICANA RAD DISP INC,,2022,1,January,854,0,14
B02008,"SCARSDALE TRIP SERVICE, INC.",RED OAK TRANSPORTATION,2017,12,December,38,0,4
B02574,"MTC LIMOUSINE & CORPORATE COACH,INC.",,2018,5,May,1711,0,37
B01349,CAPRICORN LIMO SVC INC,,2018,6,June,857,0,20
B02110,"OPTIMUM CAR & LIMO, INC.",,2017,10,October,1214,0,6
B01800,EMPIRE INTERNATIONAL LTD.,,2016,12,December,10372,0,302
B01995,NYMEX UNO EXECUTIVE SEDAN'S INC,NYMEX CAR SERVICE,2017,11,November,2089,0,13
B00318,APPLE RADIO CARS INC,,2018,9,September,1943,0,11
B03017,SDR TRANSPORTATION CORP.,,2018,7,July,9265,0,59
B02972,BLESSING TRANSPORTATION GROUP INC,,2019,7,July,879,0,13
B03281,JARPA TRANSPORTATION CORP.,,2022,3,March,460,0,8
B02447,LUIGI MEMO INC.,VIEW,2015,6,June,65,0,9
B03130,NYBC LUXURY LIMOUSINE LLC.,,2019,9,September,72,0,14
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2018,6,June,31156,0,170
B00350,A & A CHAMPION CAR LIMO SVC INC,,2022,2,February,2277,0,24
B02921,"GRAVITAS PRIMO,LLC",,2019,12,December,2,0,1
B03387,SHALOM EXPRESS CORP,,2022,1,January,339,0,3
B01989,"ICS-NY, INC.",,2017,6,June,485,0,25
B03021,ALBAJOSH TRANSPORT CORP,,2017,3,March,1134,0,9
B01367,"ROYAL DISPATCH SERVICES, INC.",EXECUTIVE CARS,2017,12,December,2137,0,67
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2015,10,October,1685,0,31
B02245,OCEANA CAR AND LIMO,,2016,11,November,5615,0,19
B00375,THE EXCELLENT C/S INC,,2016,3,March,20984,0,92
B01341,A NEW DAY RAD DISP INC,,2016,11,November,8256,0,49
B01973,RAJA CAR & LIMOUSINE SERVICE INC.,ANGEL CAR SERVICE,2015,9,September,3099,0,17
B02162,A B C SHUTTLE SERVICES CORPORATION,ABC CAR SERVICES,2022,6,June,7314,0,54
B03060,EASTLAND BLACK CARS CORP,,2021,9,September,7421,0,37
B02213,"EXPRESS 11 CAR SERVICE, INC.",,2017,12,December,2478,0,14
B02739,TRAXLINE CAR SERVICE INC.,,2017,11,November,828,0,10
b01057,NEW AMERICAN C/L SVC,,2016,6,June,1566,0,12
B01700,LINDEN EXPRESS CAR SERVICES INC.,,2018,1,January,1094,0,6
B00647,KISS CAR SERVICE INC,,2019,5,May,29213,0,148
B00277,ALL CITY CORP TRANS INC,,2021,9,September,1118,0,169
B02429,SEAGULL RIDE CORP,,2022,5,May,3694,0,16
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2018,5,May,676,0,23
B03276,510 BLACK CAR CORP.,,2021,3,March,490,0,10
B02461,NEW HEAVEN RADIO DISPATCH CORP,,2020,9,September,3507,0,39
B01128,PAK-EAGLE INC.,JEWEL CAR SERVICE,2021,3,March,576,0,4
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2017,10,October,314,0,16
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2018,4,April,29651,0,167
B00653,ROYAL CAR & LIMO SERVICE INC.,,2020,2,February,642,0,7
B02989,GOOD FRIENDS CAR SERVICE INC,,2020,11,November,4200,0,20
B02709,DASH CAR SERVICE CORP,,2016,7,July,1320,0,4
B02011,EXECUTIVE TOWN CAR & LIMO CORP.,,2017,12,December,225,0,10
B02920,AMAZING CAR AND LIMO SERVICE INC,,2019,10,October,894,0,5
B03299,WHITE TOP CAR SVCE INC,,2020,11,November,2082,0,16
b03340,CEO CHAUFFEURED SERVICES CORP,,2021,7,July,327,0,12
B02096,"CET GROUP, INC",,2018,12,December,798,0,113
B02389,"EMBARQUE N.Y., INC.",,2018,3,March,462,0,6
B02360,BRIDGES LIMOUSINE INC,EXCELLENT LIMOUSINE,2019,6,June,141,0,7
B02787,SEMPERIDE LLC,,2020,10,October,8,0,1
B00693,BUSHWICK CAR SVCE INC,,2019,7,July,132,0,1
B00823,"EASTERN L.P.B.,INC.",EASTERN CAR SVCE,2018,4,April,13182,0,105
B02965,ORION LUXURY CORP,,2020,8,August,4,0,1
B01800,EMPIRE INTERNATIONAL LTD.,,2022,5,May,3126,0,164
B01970,GRAFE STREET SERVICE CORP.,,2016,3,March,157,0,8
B02899,NEW BLACK LUXURY CARS CORP,,2017,7,July,3855,0,57
B01536,FIRST CLASS C/L SVC CORP,,2019,10,October,15354,0,97
B02731,EMES OF BOROPARK CAR SERVICE INC,,2017,1,January,906,0,5
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2016,3,March,2620,0,35
B00692,"CHEERS DISPATCH,INC.",SEVENTH AVE CAR SERVICE,2021,9,September,1622,0,8
B00445,JOE M LEASING CORP,FOUR TWO'S PVT C/S,2020,9,September,4204,0,12
b00855,MAGNIFICENT 7'S ENTP INC,,2017,11,November,382,0,4
B01710,"79 MASADA III, INC.",MASADA III,2017,8,August,331,0,10
B02760,VISMAR RADIO DISPATCH INC.,,2019,6,June,133,0,3
B02308,NORWOOD CAR & LIMO INC.,,2019,2,February,356,0,12
B01779,APEX CAR & LIMO SVCE INC,,2020,5,May,149,0,8
B00821,ATLANTIC CAR SVCE,,2018,1,January,21470,0,96
B02990,GO MY SEDAN LLC,,2021,3,March,12,0,2
B01606,LA MEXICANA EXPRESS INC.,,2019,4,April,5054,0,23
B02424,FRIENDLY RIDE INC,,2021,12,December,599,0,15
B02657,MALCOLM LIMO EXPRESS CORP.,,2016,4,April,609,0,27
B02107,APOLLO RADIO DISPATCH INC.,,2017,9,September,9071,0,72
B02988,"BED STAR DRIVERS ASSOCIATES, INC",,2018,9,September,1034,0,8
B02846,DLS TRANSPORTATION CORP.,,2021,2,February,1594,0,17
B00948,510 CAR SERVICE CORP,,2019,11,November,4477,0,26
B01351,HADERECH CAR SERVICE INC,,2017,2,February,320,0,4
B02826,NEW BELL LUXURY CORP,,2017,4,April,2943,0,50
B01312,BROOKLYN RAD DISP INC,,2017,2,February,21320,0,195
B01663,CIBAO RADIO DISPATCH,,2017,3,March,16209,0,89
B03290,VOCES TRANSPORTATION MANAGEMENT CORP,,2021,3,March,321,0,7
B02995,"ACCREDITED LIMOUSINE SERVICE, LLC",,2017,12,December,393,0,12
B02034,NEW IMPERIAL CAR SERVICE INC,,2017,4,April,1297,0,6
B02424,FRIENDLY RIDE INC,,2021,1,January,5,0,1
B00597,WAKEFIELD LSG MAINT CORP,,2017,6,June,1062,0,9
B00789,VITAL TRANSPORTATION INC.,,2021,10,October,2747,0,178
B03145,YERZ CAR INC.,,2021,1,January,83,0,1
B00625,"CENTRAL CAR SERVICES,INC.",,2017,6,June,7443,0,52
B02107,APOLLO RADIO DISPATCH INC.,,2021,10,October,3839,0,35
B02106,"PERFECT LIMO SERVICE, INC.",,2015,6,June,164,0,10
B00448,DIAL CAR INC.,,2021,12,December,3348,0,74
B03375,MDM TRANSPORTATION CORP II,,2022,2,February,19,0,6
B02429,SEAGULL RIDE CORP,,2022,3,March,4180,0,16
B00597,WAKEFIELD LSG MAINT CORP,,2019,8,August,638,0,8
B02460,CABOT LIMO NY CORP.,,2020,7,July,5,0,1
B01424,EAGLE CAR & LIMO LTD.,,2019,7,July,193,0,2
B02980,ADVANTAGE LIMO OF NY INC,,2019,10,October,153,0,5
B02532,COZY RIDE LIMOUSINE INC,COZY TRANSIT,2015,9,September,1018,0,11
B01420,A.M.N. MANAGEMENT INC.,ALWAYS READY C/S,2019,5,May,774,0,7
B03055,EXPLORER EXPRESS INC,,2021,1,January,629,0,12
B00306,LOVE LIMOUSINE NYC LTD,,2016,2,February,2187,0,45
B01328,DV LUXURY CAR SERVICE INC,RIDE SAFE CAR SERVICE,2016,10,October,829,0,64
B02839,YERUSHALAYIM CAR&LIMO INC,,2019,6,June,151,0,3
B03131,HYTCH HOLDING LLC,,2018,11,November,19,0,15
B00552,HINO-MARU ENTERPRISES INC.,,2016,2,February,417,0,45
B01623,JAMAICA EXPRESS CAR SERVICE INC.,SUNSHINE CAR SERVICE,2021,11,November,334,0,3
B01875,ON LINE LIMOUSINE LLC,,2019,12,December,531,0,14
B03032,A & S LIMOUSINE SERVICE CORP,,2021,2,February,974,0,10
B02060,AMERICAN LIMOUSINE LLC,FLYTE TYME WORLDWIDE/ADDISON LEE/TRISTAR,2018,2,February,831,0,78
B01445,J T TRANS CO INC,,2019,5,May,6648,0,76
B02762,SHOWTIME TRANSPORTATION CORP.,,2021,11,November,560,0,8
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2022,3,March,4103,0,100
B03105,MAZNA TRANSPORTATION CORPORATION,,2019,1,January,176,0,8
B02342,"QUEST INTERNATIONAL LIMOUSINE, INC.",,2018,7,July,403,0,17
B01679,OLLIE'S TRANSPORTATION SERVICE,OLLIE'S AIRPORT SERVICE,2016,7,July,672,0,21
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2020,4,April,1334,0,6
B01536,FIRST CLASS C/L SVC CORP,,2019,11,November,14161,0,96
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2020,8,August,1663,0,9
B02962,"HEALTH BLACK CAR SERVICES, CORP",ADON,2019,11,November,631,0,10
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,,2020,9,September,1270,0,6
B01663,CIBAO RADIO DISPATCH,,2018,5,May,8399,0,47
B01129,GTWY INC,GATEWAY CAR & LIMO SVCE,2019,9,September,2633,0,11
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2020,11,November,1021,0,12
B01312,BROOKLYN RAD DISP INC,,2018,4,April,6733,0,85
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2019,12,December,7333,0,143
B01553,CITY LINE CAR SERVICE INC,,2021,2,February,2328,0,11
B03116,NAVI TRANSPORTATION INC.,,2021,7,July,714,0,5
B01854,EUROPE LIMOUSINE SERVICE INC,,2018,8,August,1697,0,43
B02892,SEAMAN EXPRESS CORP.,,2017,7,July,46,0,12
B03100,MORELOS CAR SERVICE INC.,,2022,6,June,117,0,1
B02330,"OCHO LUXURY CAR, INC.",ACAPOLCO EXPRESS,2021,5,May,1038,0,8
B01467,NEW EXPERIENCE #1 INC,,2019,5,May,4133,0,21
B02138,"GUADALUPANA CAR LIMO, INC",,2015,12,December,6718,0,26
B02003,"AVALON CORPORATE CAR,INC.",,2019,12,December,2029,0,68
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2017,1,January,299,0,12
B01391,ROSE 'N' DALE C/S INC,,2015,6,June,4008,0,15
B01808,OLD TOWN CARS CORP,DELTA CARS,2018,4,April,2417,0,6
B01065,EL BARRIO'S CAR SERVICE LLC,,2021,11,November,7548,0,52
B00202,"EXCELSIOR CAR & LIMO, INC.",,2015,8,August,1095,0,25
B02096,"CET GROUP, INC",,2015,4,April,277,0,55
B02157,REAGAN CONVEYANCE  CORP.,DELUX TRANSPORTATION SERVICES,2022,5,May,4066,0,106
B02641,AVENUE X CAR SERVICE INC.,PRESTIGE CAR SERVICE,2020,6,June,1915,0,7
B00911,"RIVERSIDE PLUS RADIO DISPATCH, INC.",NEW WEBSTER CAR & LIMO SERVICE,2018,3,March,10310,0,64
B02735,"BEST DEAL CAR SERVICE 2,INC.",,2015,12,December,4451,0,77
B02462,TIFFANY'S CAR SERVICE INC.,,2021,6,June,358,0,8
B02401,NORTHSIDE BK LLC,,2017,8,August,10,0,10
B01568,N.Y. MEXICANA CAR & LIMO SVC CRP.,N.Y. MEXICANA CAR SERVICE,2017,5,May,3262,0,14
B02671,COMMUNITY CAR SERVICE PRISCILLA CORP,,2019,2,February,3525,0,19
B02102,"GOLDEN DRAGON EXPRESS, INC",,2016,2,February,435,0,6
B00900,BIG Q CAR SVC. INC.,,2021,5,May,17561,0,72
B03078,EQUALTRANS LLC,,2019,12,December,3,0,2
B01470,AGUILA CAR & LIMO CORPORATION,VELOTAX CAR SERVICE,2019,3,March,637,0,11
B00001,LONDON TOWNCARS INC,,2022,1,January,359,0,16
B02440,MLL LIMOUSINE SERVICES INC.,,2017,6,June,1341,0,33
B01616,"H & B CAR AND LIMOUSINE, INC",SUNNYSIDE CAR SERVICE,2018,12,December,697,0,12
B03321,"CRESCENT LUXURY CLS, INC.",,2022,5,May,996,0,24
B02107,APOLLO RADIO DISPATCH INC.,,2017,10,October,9200,0,67
B00078,R & R ROAD LIMO SVCE INC,,2020,11,November,85,0,12
B03048,ATLANTIS TRANSPORTATION SERVICES INC,,2018,1,January,1189,0,10
B03038,"SOUTH BRONX TRANSPORTATION,INC.",,2019,7,July,374,0,9
B02756,ALLY CAR SERVICE LLC,ACTIVE EXPRESS CAR & LIMO 2,2018,7,July,872,0,7
B02099,SUNNY'S LIMOUSINE SERVICE INC,SSS LIMO SERVICE,2018,11,November,460,0,6
B00837,"CAREY LIMOUSINE NY, INC",,2021,5,May,2979,0,68
B00325,CONTINENTAL RADIO DISPATCH CORP.,,2018,10,October,534,0,6
B00459,910 CAR SERVICE INC,,2019,9,September,531,0,20
B01482,SHORE TRANSPORTATION INC,SEASIDE CAR SERVICE,2020,12,December,764,0,5
B00789,VITAL TRANSPORTATION INC.,,2019,1,January,8464,0,182
B02557,185 MALTA CAR SERVICE LLC,,2016,6,June,170,0,7
B02760,VISMAR RADIO DISPATCH INC.,,2016,8,August,104,0,5
B01263,"RACHEL'S CAR SERVICE,INC.",,2016,10,October,2326,0,17
b00802,BELL CAR SVC INC,,2015,11,November,10202,0,51
B00811,LLAMA LIMO C/S CORP,METROGREEN CAR SERVICE,2017,6,June,2184,0,35
B01600,R & N CAR SERVICE INC.,EVERYWHERE CAR SERVICE,2018,5,May,102,0,14
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2017,12,December,13839,0,180
B00937,RIVERSIDE RADIO DISPATCHER,,2016,1,January,59358,0,318
B01979,DREAMLAND CAR & LIMO.SVC INC.,,2018,5,May,3181,0,18
B02738,EXPLORER CAR SERVICE INC.,,2020,8,August,16,0,1
B02468,GROUNDLINK HOLDINGS LLC,GROUNDLINK YOUR'E GOOD TO GO,2017,4,April,1218,0,77
B01913,MIRAGE LIMOUSINE SERVICE INC,,2018,8,August,597,0,23
B02534,DV LUXURY TRANSPORTATION CORPORATION,,2016,2,February,16066,0,99
B02841,"SKYWAY EXECUTIVE SERVICE, INC",,2018,6,June,357,0,4
B01332,SKYWAY CAR SERVICE EXPRESS INC.,,2018,8,August,880,0,15
B01963,AFRO CAR SERVICE CORP,,2017,8,August,1007,0,13
B02061,ROYAL COACHMAN LTD.,,2017,1,January,62,0,11
B02797,CJ LIMOUSINE LLC,,2015,12,December,397,0,14
B01739,CITY CAR SERVICE CORP,DIGITAL CAR SERVICE,2016,10,October,1552,0,11
B01406,GOTHAM CAR SERVICE INC.,LEGEND CAR SERVICE,2022,4,April,3660,0,50
B03012,MEGA LIMO SERVICES INC.,,2018,3,March,2236,0,11
B02389,"EMBARQUE N.Y., INC.",,2019,12,December,2,0,2
B01626,LA NUEVA QUISQUEYA C/S INC,,2016,10,October,37162,0,146
B00248,YELLOWSTONE TRANSPORTATION INC.,YES CAR SERVICE,2022,4,April,3330,0,24
B02819,FIVE STAR LUXURY INC.,,2016,11,November,2751,0,12
B00887,DIAL 7 CAR & LIMOUSINE SERVICE INC.,,2022,3,March,12492,0,254
B02892,SEAMAN EXPRESS CORP.,,2021,2,February,10,0,6
B02346,PIA CAR LIMO. INC.,,2019,3,March,21,0,2
B02369,UNICAR LUXURY INC.,,2018,5,May,1,0,1
B02934,JUN'S LIMOUSINE AND CAR SERVICE LLC,,2021,2,February,215,0,5
B03158,SPOTON.PET LLC,,2020,1,January,49,0,15
B02856,MARIACHI CAR SERVICE INC,,2016,5,May,2240,0,10
B02424,FRIENDLY RIDE INC,,2020,12,December,13,0,2
B02182,"FINEST CAR SERVICE, LLC",,2021,6,June,4184,0,42
B00021,MEXICANA HIGH CLASS INC.,CAPITAL CAR SERVICE,2022,6,June,316,0,2
B01811,IVOIRE LIMO INC.,,2016,9,September,878,0,31
B00472,FARRELL'S LEASING CO.,,2019,4,April,809,0,38
B02379,THE OPTION TRANSPORTATION CORP.,,2020,1,January,2467,0,23
B02995,"ACCREDITED LIMOUSINE SERVICE, LLC",,2018,2,February,419,0,13
B03062,BQN VOUCHER INC,,2021,3,March,1594,0,10
B03158,SPOTON.PET LLC,,2021,11,November,38,0,3
B02418,PLUSH SERVICES CORP,,2017,10,October,251,0,9
B03116,NAVI TRANSPORTATION INC.,,2020,4,April,416,0,4
B02677,"A.T.B. CAR AND LIMOUSINE SERVICE, INC.",,2018,4,April,21303,0,120
B01088,PAISA 2 CAR  AND LIMOUSINE SERVICE INC,,2020,8,August,89,0,3
B02379,THE OPTION TRANSPORTATION CORP.,,2015,9,September,1630,0,17
B02727,OSCAR LIMOUSINE INC,,2021,4,April,53,0,2
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2020,10,October,4614,0,61
B01963,AFRO CAR SERVICE CORP,,2020,6,June,2104,0,14
B00222,"REYNO CAR SVC, INC.",,2016,10,October,5858,0,40
B00053,CHARGE AND RIDE INC,,2016,5,May,1024,0,78
B03023,HERMANY LIMO TRANSPORTATION LLC,,2020,8,August,968,0,7
B01051,B Q N C/S CORP,,2015,10,October,39498,0,196
B02855,JUNIORS LUXURY INC,MEGA JUNIORS,2019,12,December,1816,0,21
B00652,RESCUE C/S INC,,2019,10,October,1861,0,15
B02924,CELEBRITY LUXURY INC.,,2021,9,September,19,0,11
B02759,"LAPUMA TRANSPORTATION GROUP,LLC",LAPUMA,2017,11,November,57,0,15
B00111,SKYLINE CREDIT RIDE INC,,2022,6,June,3202,0,140
B03002,"REYNO,INC.",,2017,9,September,4339,0,29
B03055,EXPLORER EXPRESS INC,,2018,12,December,2950,0,21
B02868,CHA CHA TRANSPORTATION CORP,,2021,11,November,866,0,7
B00095,LIBERTY CAR SERVICE INC.,,2016,2,February,18383,0,76
B01146,CHURCH AVE C/S INC,,2018,10,October,11797,0,41
B02491,CALL THREES LLC,,2018,1,January,71,0,1
B01339,R C AUDUBON SVC INC,,2015,7,July,15246,0,139
B02535,LFS LIMO CORP.,,2017,12,December,55,0,11
B02145,NEW 2020 CAR SERVICE INC,,2019,7,July,1336,0,8
B02460,CABOT LIMO NY CORP.,,2017,8,August,962,0,33
B00597,WAKEFIELD LSG MAINT CORP,,2020,12,December,214,0,5
B02590,LUXOR LIMO INC,,2019,5,May,1340,0,47
B03194,"SUNNY DAY TRANSPORTATION,CORP",SUN LIGHT CAR AND LIMO,2021,4,April,896,0,8
B01445,J T TRANSPORTATION CO INC,,2021,5,May,2071,0,20
B03275,MDM TRANSPORTATION CORP.,,2022,5,May,2056,0,10
B00345,MARTIN'S BELLE HARBOR CAR SERVICE,,2021,12,December,87,0,4
B01639,HIGH CLASS LIMO CAR SVCE CORP,,2020,8,August,4883,0,62
B02285,"VALERA GLOBAL, INC.",,2019,11,November,3008,0,64
B02191,US LIMO SYSTEM INC,,2017,12,December,415,0,22
B02546,X RADIO DISPATCHER INC.,,2016,1,January,544,0,4
B03268,NEZA EXPRESS INC.,,2022,4,April,717,0,4
B02557,185 MALTA CAR SERVICE LLC,,2019,9,September,763,0,16
B00271,UTOG 2-WAY RADIO INC,UTOG CORPORATE CAR SERVICE,2020,4,April,2154,0,42
B00972,N.J.M.INC.,MID ISLAND CAR SVCE,2017,6,June,232,0,5
B01667,"NEW GOLDEN HORSE C/L SVC,INC.",,2015,6,June,32390,0,168
B02944,SCORPIO FIVE STAR CAR & LIMO SERVICE INC,,2017,5,May,1707,0,7
B01318,LOWER EAST SIDE C/S CORP,,2016,5,May,13498,0,58
B02739,TRAXLINE CAR SERVICE INC.,,2021,6,June,39,0,3
B00850,UPTOWN TRANSIT CORP,,2020,6,June,263,0,1
B02531,CLEAN AIR CAR SERVICE AND PARKING CORP.,,2019,4,April,2993,0,34
B03117,RELY-ON-US CAR SERVICE INC,,2020,2,February,51,0,3
B00111,SKYLINE CREDIT RIDE INC,,2016,5,May,118,0,78
B03199,RINCON TRANSPORTATION LLC,,2021,12,December,310,0,8
B00053,CHARGE AND RIDE INC,,2021,11,November,252,0,81
B00009,T-D MAINTENANCE,FOUR ONES CAR SERVICE,2021,5,May,1456,0,15
B00227,"PARK WEST EXEC. SERVICES, INC.",TOWN CARS,2015,7,July,10077,0,204
B02426,TRISTAR SERVICES (US) INC.,TRISTAR WORLDWIDE CHAUFFEURED SERVICES,2017,9,September,932,0,22
B02453,MCW CAR & LIMO INC.,,2015,7,July,688,0,14
B01985,"LUXURY WORLDWIDE TRANSPORTATION, LLC",,2017,11,November,1080,0,54
B03094,"JBE LIMO, INC",,2018,11,November,40,0,4
B00802,BELL CAR SVC INC,,2018,5,May,4774,0,21
B03184,COOP CAR CARE INC,,2019,7,July,72,0,3
B02731,EMES OF BOROPARK CAR SERVICE INC,,2021,5,May,236,0,1
B00411,FONE-A-CAR INC,,2015,11,November,3662,0,68
B02599,CMS LIMO INC.,,2019,1,January,275,0,10
B00001,LONDON TOWNCARS INC,,2017,10,October,1643,0,29
B02998,GENESIS LUXURY TRANSPORTATION CORP.,,2019,1,January,6988,0,35
B01466,FIVE STAR,,2022,4,April,2086,0,21
B02027,"PARIS LIMOUSINE SERVICE, CORP",,2018,3,March,1434,0,36
B01346,ARECIBO C/S INC,,2021,7,July,1191,0,11
B02920,AMAZING CAR AND LIMO SERVICE INC,,2018,6,June,1292,0,8
B02315,LA MORENITA CAR LIMO SERVICE INC,,2015,9,September,7807,0,41
B01651,U.P.S. RADIO DISPATCH CORP.,WIRELESS CAR SERVICE,2018,10,October,414,0,7
B02410,"POLO LIMOUSINE, CORP.",,2018,12,December,683,0,23
B02050,"MAZIN  CAR & LIMO SVC., LLC",,2020,12,December,429,0,5
B02707,CORONA PLAZA CAR & LIMO SERVICES INC.,,2016,9,September,594,0,9
B02770,"CAVALIER CAR & LIMOUSINE, INC.",,2021,11,November,220,0,5
B02191,US LIMO SYSTEM INC,,2020,10,October,29,0,4
B02003,"AVALON CORPORATE CAR,INC.",,2021,4,April,1634,0,180
B01145,ULTRA RADIO DISP INC,,2021,10,October,28546,0,167
B01340,UNICAR COMPANY INC,,2017,11,November,21544,0,124
B01877,U.S.A. LIMO. INC.,BLUE LINE,2018,4,April,5586,0,146
B02373,QUIET SERVICES INC,GOLDEN CLASS LIMO,2021,8,August,49,0,1
B02637,ROOSEVELT CAR & LIMO INC.,,2019,4,April,4,0,2
B02715,GROUNDANYWHERE LLC,,2018,11,November,16027,0,616
B01644,MUSIC EXPRESS/N.Y. INC,,2020,2,February,1640,0,49
B00008,T-D MAINTENANCE CORP,FOUR ONES CAR SERVICE,2016,6,June,8344,0,32
B01593,"NOVAK GLOBAL, INC.",SKYWAY CAR SERVICE,2017,10,October,1298,0,11
B02997,KALUMA TRANSPORTATION GROUP INC.,,2018,12,December,86,0,41
B02037,KINGSDALE DISPATCH INC,,2021,3,March,688,0,4
B01215,ECUADOOR CORP,,2017,4,April,16885,0,64
B01800,EMPIRE INTERNATIONAL LTD.,,2021,7,July,1494,0,115
B02152,"KYOEI LIMOUSINE, INC.","KYOEI LIMOUSINE, INC.",2022,4,April,158,0,7
B01009,UNITED LIMO C/M SVC CORP,,2019,12,December,425,0,7
B02379,THE OPTION TRANSPORTATION CORP.,,2021,7,July,312,0,6
B00856,BEE-BEE CAR SERVICE INC.,,2020,4,April,14409,0,93
B01087,ELITE LIMO PLUS INC,,2017,1,January,11060,0,264
B00608,SUMMIT CORPORATE CAR INC.,,2018,3,March,1727,0,38
B03206,KIDMOTO TECHNOLOGIES LLC,,2022,4,April,211,0,16
B01455,REPUBLICA CAR & LIMO SERVICE CORP.,,2020,3,March,4894,0,63
B02597,"RUDY'S LIMOUSINE SERVICE, INC.",RUDY'S EXECUTIVE TRANSPORTATION,2017,5,May,30,0,9
B00083,PAGE-A-RIDE INC,,2015,6,June,106,0,5
B01176,SANTO DOMINGO CAR LIMO SERVICES INC,,2017,1,January,11577,0,60
