License Number,Entity Name,Telephone Number,SHL Endorsed,Building,Street,City,State,Postcode,Type of Base,Latitude,Longitude,Date,Time,Location
B01469,"BROTHERS CAR SERVICE, INC.",7182351100,No,241,CRESCENT STREET,BROOKLYN,NY,11208,LIVERY BASE,40.68342,-73.871853,07/12/2023,18:00:13,"(40.68342, -73.871853)"
B03284,MYLE WORLDWIDE INC,6468448577,No,878,MCDONALD AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.6325278,-73.9778449,07/12/2023,18:00:13,"(40.6325278, -73.9778449)"
B03372,RIDE CURRENT LLC,3472905042,No,551-555,W 235TH STREET SUITE 2,BRONX,NY,10463,BLACK CAR BASE,40.8857378,-73.9093918,07/12/2023,18:00:13,"(40.8857378, -73.9093918)"
B02769,MAVROS TRANSPORTATION INC,6462668282,No,2143,CORTELYOU ROAD,BROOKLYN,NY,11226,BLACK CAR BASE,40.639749,-73.929511,07/12/2023,18:00:13,"(40.639749, -73.929511)"
B03046,"BEL-LINDA, INC",7184472222,No,184,ROBIN ROAD,STATEN ISLAND,NY,10305,LIVERY BASE,40.5925039,-74.0675386,07/12/2023,18:00:13,"(40.5925039, -74.0675386)"
B02855,JUNIORS LUXURY INC,7189401212,No,1509,CORTELYOU RD,BROOKLYN,NY,11226,BLACK CAR BASE,40.641619,-73.96416,07/12/2023,18:00:13,"(40.641619, -73.96416)"
B01437,MERENGUE LIMO & C/S INC,7186585700,No,135-10,JAMAICA AVENUE,RICHMOND HILL,NY,11418,LIVERY BASE,40.70241,-73.817189,07/12/2023,18:00:13,"(40.70241, -73.817189)"
B03320,LIMOLINK INCORPORATED,3197302100,No,3375,ARMAR DRIVE,MARION,IA,52302,LUXURY/LIMOUSINE,42.0282223,-91.6150655,07/12/2023,18:00:13,"(42.0282223, -91.6150655)"
B03359,VJVM CAR SERVICE INC,9176008484,No,116,LAKE AVE,YONKERS,NY,10703,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03380,ELECTRIC PEPPERS LLC,6316297678,No,273,SOUTH 5TH STREET  SUITE 301,BROOKLYN,NY,11211,BLACK CAR BASE,40.7093824,-73.9578508,07/12/2023,18:00:13,"(40.7093824, -73.9578508)"
B03482,BUSHWICK CAR SERVICE BLACK INC.,7183865002,No,180,KNICKERBOCKER AVENUE,BROOKLYN,NY,11237,BLACK CAR BASE,40.7037157,-73.9274817,07/12/2023,18:00:13,"(40.7037157, -73.9274817)"
B00628,"CONCORD LIMOUSINE 1, LLC",7189656150,No,712,3 AVENUE,BROOKLYN,NY,11232,BLACK CAR BASE,40.663353,-73.99894,07/12/2023,18:00:13,"(40.663353, -73.99894)"
B01928,DISCOVER LIMO INC,7188517777,No,740,MYRTLE AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.62617,-73.994136,07/12/2023,18:00:13,"(40.62617, -73.994136)"
B03382,ALONG CAR SERVICE CORP.,8337525664,No,1161,INTERVALE AVE,BRONX,NY,10459,LIVERY BASE,40.8165858,-73.8908315,07/12/2023,18:00:13,"(40.8165858, -73.8908315)"
B03282,HOLY TRANSPORTATION CORP.,7186847711,No,1626,ST PETERS AVENUE  GROUND FLOOR,BRONX,NY,10461,BLACK CAR BASE,40.8413409,-73.848243,07/12/2023,18:00:13,"(40.8413409, -73.848243)"
B03148,JUNIORS LUXURY 2 INC.,7186332020,No,1509,CORTELYOU ROAD,BROOKLYN,NY,11226,BLACK CAR BASE,40.6415285,-73.9641737,07/12/2023,18:00:13,"(40.6415285, -73.9641737)"
B03352,DREAMS LUXURY SERVICES CORP,6465684600,No,2825,THIRD AVENUE  SUIT 301 D2,BRONX,NY,10455,BLACK CAR BASE,40.8158019,-73.9184149,07/12/2023,18:00:13,"(40.8158019, -73.9184149)"
B00639,ROCAPULCO CAR SERVICE INC.,7184747100,No,239,BEACH  116 STREET,ROCKAWAY PARK,NY,11694,LIVERY BASE,40.580524,-73.837823,07/12/2023,18:00:13,"(40.580524, -73.837823)"
B03455,JT TRANSPORTATION CO INC,7186695589,No,1225,FRANKLIN AVE  325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.7340743,-73.6354595,07/12/2023,18:00:13,"(40.7340743, -73.6354595)"
B00387,FORTUNE LIMOUSINES INC,7185452400,No,20-02,31 STREET,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.779561,-73.906776,07/12/2023,18:00:13,"(40.779561, -73.906776)"
B01546,BELLE-ROCK OF BEACH CHANNEL INC.,7186348282,No,114-04,BEACH CHANNEL DRIVE,ROCKAWAY PARK,NY,11694,LIVERY BASE,40.580875,-73.828193,07/12/2023,18:00:13,"(40.580875, -73.828193)"
B02315,LA MORENITA CAR LIMO SERVICE INC,7186150039,No,115,BRIGHTON   11 STREET,BROOKLYN,NY,11235,LIVERY BASE,40.579811,-73.95744,07/12/2023,18:00:13,"(40.579811, -73.95744)"
B03127,ULTIMATE BLACK CAR CORP.,9174125000,No,2296,SECOND AVENUE,NEW YORK,NY,10035,BLACK CAR BASE,40.7980978,-73.9366176,07/12/2023,18:00:13,"(40.7980978, -73.9366176)"
B90395,VOLGA TRANSP CORP,7187437979,No,2732,GERRITSEN AVENUE,BROOKLYN,NY,11229,PARATRANSIT BASE,40.593221,-73.946019,07/12/2023,18:00:13,"(40.593221, -73.946019)"
B02334,"GROUND TRAVEL SERVICES II, LTD.",7183666856,No,64-32,SHALER AVENUE,RIDGEWOOD,NY,11385,BLACK CAR BASE,40.703281,-73.892304,07/12/2023,18:00:13,"(40.703281, -73.892304)"
B03283,NORWOOD CAR & LIMO INC.,7184847252,No,590A,NEW YORK AVENUE,BROOKLYN,NY,11203,BLACK CAR BASE,40.6600306,-73.9478113,07/12/2023,18:00:13,"(40.6600306, -73.9478113)"
B01509,"BRUNWISH ENTERPRISES,LTD.",7183826868,No,2982,NOSTRAND AVENUE,BROOKLYN,NY,11229,LIVERY BASE,40.611528,-73.944318,07/12/2023,18:00:13,"(40.611528, -73.944318)"
B02902,NY CAR & LIMO SERVICES INC.,7182551798,Yes,71-16,35 AVENUE,JACKSON HEIGHTS,NY,11372,BLACK CAR BASE,40.750655,-73.894345,07/12/2023,18:00:13,"(40.750655, -73.894345)"
B02795,LIMO SEVEN TRANSPORTATION INC,6464625191,No,635,EAST    5 STREET  FIRST FLOOR,BROOKLYN,NY,11218,BLACK CAR BASE,40.641301,-73.98238,07/12/2023,18:00:13,"(40.641301, -73.98238)"
B02330,"OCHO LUXURY CAR, INC.",7184382092,No,507,40 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.650685,-74.004241,07/12/2023,18:00:13,"(40.650685, -74.004241)"
B02833,ADVANCED LUXURY LIMO SVC. INC.,7182312188,No,3945,PROVOST AVENUE,BRONX,NY,10466,BLACK CAR BASE,40.833404,-73.84037,07/12/2023,18:00:13,"(40.833404, -73.84037)"
B03343,"GRACEFUL TRANSPORTATION, INC",3478469258,No,169-30,JAMAICA AVE,JAMAICA,NY,11432,BLACK CAR BASE,40.6841649,-73.8590297,07/12/2023,18:00:13,"(40.6841649, -73.8590297)"
B03060,EASTLAND BLACK CARS CORP,7183388102,No,2982,NOSTRAND AVENUE,BROOKLYN,NY,11229,BLACK CAR BASE,40.6115298,-73.9442895,07/12/2023,18:00:13,"(40.6115298, -73.9442895)"
B02930,V.I.T. BLACK CAR TRANSPORTATION CORP.,7189048080,No,1478,WHITE PLAINS RD,BRONX,NY,10462,BLACK CAR BASE,40.837752,-73.863335,07/12/2023,18:00:13,"(40.837752, -73.863335)"
B03106,NORTENA CAR & LIMO INC,7188569400,No,507,CONEY ISLAND AVENUE,BROOKLYN,NY,11218,BLACK CAR BASE,40.6454618,-73.9703878,07/12/2023,18:00:13,"(40.6454618, -73.9703878)"
B01066,DOMINICANA RAD DISP INC,7185071700,No,101-09,NORTHERN BOULEVARD,CORONA,NY,11368,LIVERY BASE,40.757541,-73.867041,07/12/2023,18:00:13,"(40.757541, -73.867041)"
B03340,CEO CHAUFFEURED SERVICES CORP,7182005100,No,10,HEITZ PLACE,HICKSVILLE,NY,11801,LUXURY/LIMOUSINE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03170,PAISA CLASSIC BLACK INC.,7184767878,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,BLACK CAR BASE,40.7696751,-73.9108812,07/12/2023,18:00:13,"(40.7696751, -73.9108812)"
B00248,YELLOWSTONE TRANSPORTATION INC.,7185397777,No,41-31,MAIN STREET,FLUSHING,NY,11355,LIVERY BASE,40.758114,-73.82962,07/12/2023,18:00:13,"(40.758114, -73.82962)"
B03310,"BURAQ-NY, LLC",9195207414,No,507,40TH STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.6506081,-74.0041178,07/12/2023,18:00:13,"(40.6506081, -74.0041178)"
B03104,GCC TRANSPORTATION LLC.,7188854991,No,735,EAST  239 STREET  SUITE #40,BRONX,NY,10466,BLACK CAR BASE,40.8995677,-73.8515498,07/12/2023,18:00:13,"(40.8995677, -73.8515498)"
B02886,PRINCE LUXURY CORP.,7184396000,No,5915,4 AVENUE,BROOKLYN,NY,11220,BLACK CAR BASE,40.640935,-74.01791,07/12/2023,18:00:13,"(40.640935, -74.01791)"
B01239,BEST DEAL PVT C/S INC,7187985555,No,757A,BURKE AVENUE,BRONX,NY,10467,LIVERY BASE,40.871551,-73.86485,07/12/2023,18:00:13,"(40.871551, -73.86485)"
B00900,BIG Q CAR SVC. INC.,7188464500,No,86-29,102 STREET,RICHMOND HILL,NY,11418,LIVERY BASE,40.695478,-73.84531,07/12/2023,18:00:13,"(40.695478, -73.84531)"
B03385,INTERNATIONAL LUXURY TRANSPORTATION CORP.,7182816343,No,214-26,41ST AVENUE  SUIT 100,BAYSIDE,NY,11361,BLACK CAR BASE,40.7636199,-73.7699268,07/12/2023,18:00:13,"(40.7636199, -73.7699268)"
B80087,"COMMUNITY TRANSPORTATION SYSTEMS, CORP",7185275500,No,157-11,ROCKAWAY BOULEVARD,JAMAICA,NY,11434,COMMUTER VAN AUTHORITY BASE,40.666206,-73.778903,07/12/2023,18:00:13,"(40.666206, -73.778903)"
B03466,AA START PLUS CORP.,9295901901,No,3418,NORTHERN BLVD  VO3,L.I.C.,NY,11101,BLACK CAR BASE,40.7517583,-73.929177,07/12/2023,18:00:13,"(40.7517583, -73.929177)"
B02391,"BAYRIDGE EXPRESS, INC",7186807000,No,377,BAYRIDGE AVENUE,BROOKLYN,NY,11220,LIVERY BASE,40.634907,-74.023845,07/12/2023,18:00:13,"(40.634907, -74.023845)"
B01454,FREEDOM LIMO & CAR SERVICE,7184525400,No,96,RALPH AVENUE,BROOKLYN,NY,11221,LIVERY BASE,40.686713,-73.923689,07/12/2023,18:00:13,"(40.686713, -73.923689)"
B02822,MILKY WAY LIMO CORP,7186746277,Yes,75-19,PARSONS BOULEVARD,FRESH MEADOWS,NY,11366,BLACK CAR BASE,40.72595,-73.810672,07/12/2023,18:00:13,"(40.72595, -73.810672)"
B03314,"JBK NEW YORK, INC.",2122390363,No,325,WEST 38TH STREET 209,NEW YORK,NY,10018,BLACK CAR BASE,40.7538843,-73.9891306,07/12/2023,18:00:13,"(40.7538843, -73.9891306)"
B02537,ALLTOWN LIMO CORP.,7185437777,Yes,206,WEST  231 STREET,BRONX,NY,10463,LIVERY BASE,40.879679,-73.906345,07/12/2023,18:00:13,"(40.879679, -73.906345)"
B02772,"TAP & RIDE,INC.",3476666666,Yes,86-11,LEFFERTS BOULEVARD  SUITE 2A,RICHMOND HILL,NY,11418,BLACK CAR BASE,40.701122,-73.83138,07/12/2023,18:00:13,"(40.701122, -73.83138)"
B00429,SURF CAR SYSTEMS INC,7183274444,No,1092,BEACH   22 STREET,FAR ROCKAWAY,NY,11691,LIVERY BASE,40.60493,-73.754284,07/12/2023,18:00:13,"(40.60493, -73.754284)"
B02727,OSCAR LIMOUSINE INC,8773451683,No,3646,PRAIRIE PATH,BETHPAGE,NY,11714,LUXURY/LIMOUSINE,40.803977,-73.40549,07/12/2023,18:00:13,"(40.803977, -73.40549)"
B03448,MCF TRANSPORTATION LLC,3472815730,No,54-14,74TH STREET  SUITE 5511,ELMHURST,NY,11373,BLACK CAR BASE,40.8439899,-73.8291011,07/12/2023,18:00:13,"(40.8439899, -73.8291011)"
B02788,TAKE ME 2 INC,6466534575,No,38 - 10,50 AVENUE,LIC,NY,11101,BLACK CAR BASE,40.633484,-74.02124,07/12/2023,18:00:13,"(40.633484, -74.02124)"
B03111,"SELECT TRANS,INC",7185147778,No,34-18,NORTHERN BLVD  UNIT 3-44,LONGISLAND CITY,NY,11101,BLACK CAR BASE,40.8083434,-73.9293536,07/12/2023,18:00:13,"(40.8083434, -73.9293536)"
B02806,WIZ LIMO TRANSIT INC.,7189695555,No,147-13,UNION TURNPIKE,FLUSHING,NY,11367,BLACK CAR BASE,40.718909,-73.813241,07/12/2023,18:00:13,"(40.718909, -73.813241)"
B02751,RELIANCE GROUP INC,7188509100,No,148-09,LIBERTY AVENUE,JAMAICA,NY,11435,LUXURY/LIMOUSINE,40.728434,-73.78331,07/12/2023,18:00:13,"(40.728434, -73.78331)"
B02093,V.J. CAR & LIMO SVC INC.,7186417777,No,104-08,123RD STREET,RICHMOND HILL,NY,11419,LIVERY BASE,40.691906,-73.82342,07/12/2023,18:00:13,"(40.691906, -73.82342)"
B03384,ELEMENTAL TRANSIT INC.,7189283003,No,2825,THIRD AVENUE SUITE 301,BRONX,NY,10455,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B01020,MICHAELS CAR SERVICE INC.,7187713000,No,311,KINGSTON AVENUE,BROOKLYN,NY,11213,LIVERY BASE,40.668591,-73.942117,07/12/2023,18:00:13,"(40.668591, -73.942117)"
B02608,PARADA LUXURY INC.,9176564676,No,125,42 STREET,BROOKLYN,NY,11232,BLACK CAR BASE,40.65464,-74.013585,07/12/2023,18:00:13,"(40.65464, -74.013585)"
B90544,SAFA AMBULETTE LLC,6463580105,No,54,HIGHVIEW ROAD,FISHKILL,NY,12524,PARATRANSIT BASE,40.823432,-73.867924,07/12/2023,18:00:13,"(40.823432, -73.867924)"
B00221,PROFESSIONAL CAR SERVICE INC,2129236565,No,376,AUDUBON AVENUE,NEW YORK,NY,10033,LIVERY BASE,40.850482,-73.93131,07/12/2023,18:00:13,"(40.850482, -73.93131)"
B02569,LAPUMA GO GREEN LLC,2123642000,No,33-24,NORTHERN BOULEVARD  5TH FLOOR,LONG ISLAND CIT,NY,11101,LIVERY BASE,40.751777,-73.930235,07/12/2023,18:00:13,"(40.751777, -73.930235)"
B01381,CLASSIC CAR SERVICE CORP.,7187281200,No,38-12,ASTORIA BOULEVARD,ASTORIA,NY,11103,LIVERY BASE,40.768741,-73.911531,07/12/2023,18:00:13,"(40.768741, -73.911531)"
B03347,RODEPH CHESSED TRANSPORTATION INC.,7187972555,No,843,63 STREET,BROOKLYN,NY,11220,LIVERY BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B02917,C & A BLACK CAR CORP.,7184052222,No,3106,WEBSTER AVENUE,BRONX,NY,10467,BLACK CAR BASE,40.871095,-73.876751,07/12/2023,18:00:13,"(40.871095, -73.876751)"
B03210,DUNAMIS CARE CAR SERVICE CORP.,7189922222,No,388,EAST  169 STREET,BRONX,NY,10456,BLACK CAR BASE,40.8341439,-73.9099009,07/12/2023,18:00:13,"(40.8341439, -73.9099009)"
B01944,"DAG NETWORK TRANSPORTATION,CORP",2122791700,No,1204,CONEY ISLAND AVENUE,BROOKLYN,NY,11230,LUXURY/LIMOUSINE,40.628184,-73.966085,07/12/2023,18:00:13,"(40.628184, -73.966085)"
B03317,"V & C, INC",3478416895,No,292,MANETTO HILL ROAD,PLAINVIEW,NY,11803,BLACK CAR BASE,40.7924982,-73.477933,07/12/2023,18:00:13,"(40.7924982, -73.477933)"
B02162,A B C SHUTTLE SERVICES CORPORATION,7183227777,No,141-36,ROCKAWAY BOULEVARD,SOUTH OZONE PK,NY,11436,LIVERY BASE,40.67387,-73.79852,07/12/2023,18:00:13,"(40.67387, -73.79852)"
B02110,"OPTIMUM CAR & LIMO, INC.",7186909128,No,241,37TH STREET  STE# 1-4-B443,BROOKLYN,NY,11232,BLACK CAR BASE,40.678782,-73.989979,07/12/2023,18:00:13,"(40.678782, -73.989979)"
B03396,ADAMES GROUP INC,6315074932,No,63,3RD AVE,LINDENHURST,NY,11757,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03241,KAIRON LLC,8002151904,No,223,"SPENCER STREET, SUITE 403",BROOKLYN,NY,11205,BLACK CAR BASE,40.6915003,-73.9544019,07/12/2023,18:00:13,"(40.6915003, -73.9544019)"
B02465,7 STAR CAR & LIMOUSINE INC.,7187076166,No,43-23,35 STREET,LONG ISLAND CIT,NY,11101,LIVERY BASE,40.745471,-73.92933,07/12/2023,18:00:13,"(40.745471, -73.92933)"
B03330,OSO AUTO CORP,3473276111,No,561,WEST  152 STREET,NEW YORK,NY,10031,BLACK CAR BASE,40.8307901,-73.9468348,07/12/2023,18:00:13,"(40.8307901, -73.9468348)"
B03071,OUTSIDE'S LUXURY INC.,7186845555,No,1975,LAFONTAINE AVENUE,BRONX,NY,10457,BLACK CAR BASE,40.8469673,-73.8944228,07/12/2023,18:00:13,"(40.8469673, -73.8944228)"
B03342,GLOBAL EXECUTIVE LIMOUSINE CORP,6466786285,No,1225,FRANKLIN AVE  325,GARDEN CITY,NY,11530,BLACK CAR BASE,40.7340743,-73.6354595,07/12/2023,18:00:13,"(40.7340743, -73.6354595)"
B01413,SFL INC,2123970004,No,48-50,34 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.739253,-73.931942,07/12/2023,18:00:13,"(40.739253, -73.931942)"
B03391,TIAZ LIMO CAR SERVICE CORP,3476129203,No,8136,BAXTER AVENUE,ELMHURST,NY,11373,BLACK CAR BASE,40.7459771,-73.8833836,07/12/2023,18:00:13,"(40.7459771, -73.8833836)"
B01779,APEX CAR & LIMO SVCE INC,7185221313,No,579,SMITH STREET,BROOKLYN,NY,11231,BLACK CAR BASE,40.672025,-73.999451,07/12/2023,18:00:13,"(40.672025, -73.999451)"
B02535,LFS LIMO CORP.,6317767786,No,1225,FRANKLIN AVE  SUITE 325,GARDEN CITY,NY,11530,LUXURY/LIMOUSINE,40.773186,-73.038617,07/12/2023,18:00:13,"(40.773186, -73.038617)"
B01236,BLS LIMO SVC OF NY INC,7182675426,No,18-20,STEINWAY STREET,ASTORIA,NY,11105,LUXURY/LIMOUSINE,40.779966,-73.898038,07/12/2023,18:00:13,"(40.779966, -73.898038)"
B02566,GSL LIMOUSINES CORP.,7184724200,No,40-28,23 STREET,LIC,NY,11101,LUXURY/LIMOUSINE,40.742391,-73.957749,07/12/2023,18:00:13,"(40.742391, -73.957749)"
B03520,A B O LUXURY CAR CORP,7185775565,No,1560,MAYFLOWER AVENUE,BRONX,NY,10461,BLACK CAR BASE,40.84246,-73.8344491,07/12/2023,18:00:13,"(40.84246, -73.8344491)"
B00054,128 BLUE BIRD TRANSPORT INC.,7185297748,No,111-05,128 STREET,OZONE PARK,NY,11420,LIVERY BASE,40.683921,-73.813971,07/12/2023,18:00:13,"(40.683921, -73.813971)"
B03457,MERAKI TRANSPORTATION NYC LLC,2126349224,No,5030,BROADWAY  SUITE 632,NEW YORK,NY,10034,BLACK CAR BASE,40.8688818,-73.9169154,07/12/2023,18:00:13,"(40.8688818, -73.9169154)"
B00837,"CAREY LIMOUSINE NY, INC",7187770890,No,24-59,47 STREET,ASTORIA,NY,11103,LUXURY/LIMOUSINE,40.740878,-73.942043,07/12/2023,18:00:13,"(40.740878, -73.942043)"
B03251,RIDE FHV CORP.,7184158444,No,159,20 STREET  SUITE#1B-3,BROOKLYN,NY,11232,BLACK CAR BASE,40.6637995,-73.9955038,07/12/2023,18:00:13,"(40.6637995, -73.9955038)"
B02655,LONG ISLAND CITY CAR AND LIMO INC.,7189371177,No,6902,18TH AVENUE,BROOKLYN,NY,11204,LUXURY/LIMOUSINE,40.616886,-73.99284,07/12/2023,18:00:13,"(40.616886, -73.99284)"
B02860,EVERY WHERE LIMO SERVICE INC.,7186586008,No,110-00,ROCKAWAY BOULEVARD,JAMAICA,NY,11420,BLACK CAR BASE,40.67239,-73.82997,07/12/2023,18:00:13,"(40.67239, -73.82997)"
B02990,GO MY SEDAN LLC,2124340400,No,700,ROCKWAY TURNPIKE  SUITE # 202,LAWRENCE,NY,11559,BLACK CAR BASE,40.753913,-73.986417,07/12/2023,18:00:13,"(40.753913, -73.986417)"
B03114,PRAISE RIDE INC.,3475793828,No,38,WAVERLY AVENUE,BROOKLYN,NY,11205,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B02962,"HEALTH BLACK CAR SERVICES, CORP",7186761132,No,454B,RIVERDALE AVENUE  GROUND FLOOR,YONKERS,NY,10705,BLACK CAR BASE,40.829281,-73.876669,07/12/2023,18:00:13,"(40.829281, -73.876669)"
B03360,RIDE4NYC CORP.,7185409001,No,54 - 14,74 STREET  SUITE #3306,ELMHURST,NY,11373,BLACK CAR BASE,40.7296956,-73.8876929,07/12/2023,18:00:13,"(40.7296956, -73.8876929)"
B00375,THE EXCELLENT C/S INC,7187317777,Yes,144,EAST  174 STREET,BRONX,NY,10457,LIVERY BASE,40.844708,-73.90983,07/12/2023,18:00:13,"(40.844708, -73.90983)"
B02814,BELL LX INC,7185931683,No,405,51 STREET,BROOKLYN,NY,11220,BLACK CAR BASE,40.645794,-74.012777,07/12/2023,18:00:13,"(40.645794, -74.012777)"
B02783,"PREFERRED CARE TRANSPORTATION SERVICE,INC",7183285248,No,914,SOUNDVIEW AVENUE  SUITE #3,BRONX,NY,10473,BLACK CAR BASE,40.823574,-73.86786,07/12/2023,18:00:13,"(40.823574, -73.86786)"
B03235,ALIANZA TRANSPORTATION SERVICE INC.,7186180892,No,2488,GRAND CONCOURSE  SUITE #304,BRONX,NY,10458,BLACK CAR BASE,40.8620886,-73.8969582,07/12/2023,18:00:13,"(40.8620886, -73.8969582)"
B03298,MI BELLA PUEBLA EXPRESS INC.,7184587373,No,69-35,51 AVENUE,WOODSIDE,NY,11377,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B03021,ALBAJOSH TRANSPORT CORP,7189270001,No,3440,ATLANTIC AVENUE,BROOKLYN,NY,11208,BLACK CAR BASE,40.682076,-73.8694532,07/12/2023,18:00:13,"(40.682076, -73.8694532)"
B03467,SIMPLE RIDE TRANSPORTATION INC.,9172800935,No,370,EAST 149TH STREET  SUITE 2,BRONX,NY,10455,BLACK CAR BASE,40.9967453,-73.6757618,07/12/2023,18:00:13,"(40.9967453, -73.6757618)"
B03142,"COOL WAY TECHNOLOGY, INC.",7182477277,No,300,CADMAN PLAZA WEST  12 FL,BROOKLYN,NY,11201,BLACK CAR BASE,40.6950802,-73.9911994,07/12/2023,18:00:13,"(40.6950802, -73.9911994)"
B03508,ALLCOMFORT NY CORP,6463795539,No,130,CHARLES ST,FLORAL PARK,NY,11001,LUXURY/LIMOUSINE,40.7277021,-73.6946438,07/12/2023,18:00:13,"(40.7277021, -73.6946438)"
B02834,811 TRANSIT CORP,9176887993,No,107-50,VAN WYCK EPXY  FL1,EAST ELMHURST,NY,11419,BLACK CAR BASE,40.761071,-73.876906,07/12/2023,18:00:13,"(40.761071, -73.876906)"
B03236,AGUILA CAR & LIMO CORPORATION,7183933333,No,51-47,69TH STREET,WOODSIDE,NY,11377,BLACK CAR BASE,40.7338321,-73.8956614,07/12/2023,18:00:13,"(40.7338321, -73.8956614)"
B01653,ART'S PLACE INC.,7189342222,No,2077,EAST   16 STREET,BROOKLYN,NY,11229,LIVERY BASE,40.599389,-73.95554,07/12/2023,18:00:13,"(40.599389, -73.95554)"
B03239,CIBAO 2 INC.,7184782288,No,112 - 44,ROOSEVELT AVENUE,CORONA,NY,11368,BLACK CAR BASE,40.7522386,-73.852757,07/12/2023,18:00:13,"(40.7522386, -73.852757)"
B03429,EURO LINE LIMO SERVICES INC,2123019010,No,130,GREENFIELD STREET,FAIRFIELD,CT,06824,LUXURY/LIMOUSINE,41.1781475,-73.2271181,07/12/2023,18:00:13,"(41.1781475, -73.2271181)"
B00888,ACE C/L SVCE INC,7186334500,No,41-24,38TH STREET,L.I.C.,NY,11101,BLACK CAR BASE,40.638477,-73.983333,07/12/2023,18:00:13,"(40.638477, -73.983333)"
B00906,OLYMPIA OPERATING CAR SERVICE OF NY CORP.,7186268000,No,23 - 90,23 STREET,ASTORIA,NY,11105,LIVERY BASE,40.775146,-73.91981,07/12/2023,18:00:13,"(40.775146, -73.91981)"
B02408,"PETER EXECUTIVE LIMOUSINE, CORP",7187847900,No,34-39,31 STREET,ASTORIA,NY,11106,BLACK CAR BASE,40.758334,-73.92795,07/12/2023,18:00:13,"(40.758334, -73.92795)"
B03265,"TIJUANA CAR SERVICE NO. 1, INC",9173978085,No,253B,NEW DORP LANE,STATEN ISLAND,NY,10306,LIVERY BASE,40.5728626,-74.1137062,07/12/2023,18:00:13,"(40.5728626, -74.1137062)"
B01710,"79 MASADA III, INC.",7183361515,No,2300,WEST    7 STREET  2ND FL,BROOKLYN,NY,11223,LIVERY BASE,40.617982,-73.958074,07/12/2023,18:00:13,"(40.617982, -73.958074)"
B03399,BLACKLANE NORTH AMERICA INC,2017773235,No,111,TOWN SQUARE PLACE  SUIT # 1203,JERSEY CITY,NJ,07310,LUXURY/LIMOUSINE,40.7262903,-74.0337489,07/12/2023,18:00:13,"(40.7262903, -74.0337489)"
B02849,BROOKLYN RIDES CORP,7182186900,No,86 - 40,96 STREET,WOODHAVEN,NY,11421,BLACK CAR BASE,40.714797,-73.95974,07/12/2023,18:00:13,"(40.714797, -73.95974)"
B90729,"GREEN TRIPS,INC.",7183536800,No,847,EAST   43 STREET,BROOKLYN,NY,11210,PARATRANSIT BASE,40.6343182,-73.9350654,07/12/2023,18:00:13,"(40.6343182, -73.9350654)"
B03208,MACOMBS TRANSPORTION CORP.,7188891595,No,695,EAST  132 STREET  SUITE 1C,BRONX,NY,10454,BLACK CAR BASE,40.8015076,-73.9162906,07/12/2023,18:00:13,"(40.8015076, -73.9162906)"
B03080,AMBAR TRANSPORTATION INC.,3475069891,No,8811,169TH STREET,QUEENS,NY,11432,BLACK CAR BASE,40.7101523,-73.7928657,07/12/2023,18:00:13,"(40.7101523, -73.7928657)"
B01600,R & N CAR SERVICE INC.,7186582233,No,179-36,HILLSIDE AVENUE,JAMAICA,NY,11432,LIVERY BASE,40.712662,-73.78303,07/12/2023,18:00:13,"(40.712662, -73.78303)"
B02397,CHICO EXPRESS CORP. 2,7182367777,No,6318,14 AVENUE,BROOKLYN,NY,11219,LIVERY BASE,40.625609,-73.99868,07/12/2023,18:00:13,"(40.625609, -73.99868)"
B03286,"MITA LIMOUSINE, INC.",2126793939,No,208,WEST 29TH ST.  #203,NEW YORK,NY,10001,BLACK CAR BASE,40.7478238,-73.9936274,07/12/2023,18:00:13,"(40.7478238, -73.9936274)"
B03348,APPLE CITY CAR INC,9174158580,No,8,W 126TH STREET 3RD FLOOR,NEW YORK,NY,10027,BLACK CAR BASE,40.8071578,-73.942526,07/12/2023,18:00:13,"(40.8071578, -73.942526)"
B02301,DOUBLE A CAR SERVICE INC.,7187206666,No,1,FERRY TERMINAL DRIVE,STATEN ISLAND,NY,10301,LIVERY BASE,40.64309,-74.075357,07/12/2023,18:00:13,"(40.64309, -74.075357)"
